scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,65.0,1,14.17,,,"The canary shows increased latency, memory usage, and error rates compared to control. Higher variance and worse tail metrics indicate instability."
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,11.44,,,"The canary shows increased variance, higher tail metrics, and elevated error rates compared to the control, indicating potential instability despite similar medians."
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.57,,,"The canary shows signs of increased latency (higher variance and positive slope), unstable memory usage, and a higher error rate, all indicating potential instability or degradation from the baseline."
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,50.0,1,6.72,,,Increased median and p99 values in memory usage and error rates suggest instability and potential performance degradation in the canary version.
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,15.34,,,Canary shows increased memory usage and server errors despite similar request duration. Memory usage has an upward trend.
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,9.73,,,"Canary shows increased resource usage and request duration, impacting overall performance."
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,1,17.05,,,"Process memory metrics show significant increases, indicating potential instability."
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,50.0,1,13.01,,,"The process memory metrics show increased variance, while server errors rise, despite similar median request durations. These changes suggest potential instability and performance degradation."
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,11.14,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2132 tokens"
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,57.0,1,13.24,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The latency metric is also lower than the control, which coul"
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,50.0,1,9.71,,,"The canary shows a significant increase in process resident memory usage compared to the control, indicating potential instability or resource contention. The latency and error rates are comparable wi"
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_013,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,75.0,0,7.54,,,"Canary shows increased latency and memory usage, but error rate is stable."
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.69,,,High variance in request duration and memory usage. Errors reduced but not enough to offset issues.
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,PASS,75.0,0,14.49,,,"The canary shows increased latency, memory usage, and error rates compared to control. Despite stable slopes, the higher percentiles indicate potential performance degradation."
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,12.15,,,"The canary shows higher variance and worse tail metrics for request duration, indicating potential latency issues. Memory usage is significantly increased, suggesting resource inefficiency. Error rate"
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.29,,,"Metrics show increasing instability and error rates, indicating the canary is not healthy enough to promote."
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,50.0,1,6.73,,,Increased median and p99 values in memory usage and error rates suggest instability and potential issues with resource management in the canary version.
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,14.34,,,Canary shows increased memory usage but no significant change in request duration or error rates.
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,10.1,,,"Canary shows increased resource usage, request duration, and error rates compared to control."
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,1,12.78,,,"The process resident memory shows higher variability and worse tail performance, indicating potential instability."
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,65.0,1,15.93,,,"The http_server_errors metric shows increased variability and an upward trend, indicating potential instability."
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,11.37,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2136 tokens"
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,PASS,85.0,0,13.01,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The latency is also slightly worse than the control."
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Pass;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,ai:plot,ai,plot,minicpm-v-vlm,FAIL,50.0,1,9.66,,,"The canary shows a significant increase in process resident memory usage compared to the control, indicating potential instability or resource contention. The latency and error rates are comparable wi"
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;both,
cross_metric_marginal_014,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,statistical,statistical,,-,PASS,100.0,0,0.03,,,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:summary,ai,summary,qwen-llm,PASS,75.0,0,7.47,,,"Memory usage significantly increased, raising concerns. Other metrics stable."
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:raw,ai,raw,qwen-llm,FAIL,45.0,1,6.74,,,"Canary shows significantly higher memory usage and request duration variance, indicating instability."
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:summary,ai,summary,phi4-llm,FAIL,70.0,1,14.17,,,"The canary shows increased latency, memory usage, and error rates compared to control. While the changes are not drastic, they indicate potential instability or performance degradation."
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:raw,ai,raw,phi4-llm,FAIL,65.0,1,11.41,,,"The canary shows higher variance and max values for request duration and memory usage, indicating potential instability. Error rate remains stable."
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,1,7.49,,,"The canary shows increased latency, memory usage, and server errors compared to the control, indicating instability and potential issues that could affect the production environment."
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,1,6.27,,,"Increased duration, variance, and error rates indicate instability in the canary version."
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,1,0.0,,ai=summary/Fail;ai,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,0,0.0,,ai=summary/Fail;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:summary,ai,summary,mistral-nemo-llm,PASS,75.0,0,14.41,,,"Canary shows increased memory usage and slight increase in error rate, but request duration remains stable."
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:raw,ai,raw,mistral-nemo-llm,FAIL,45.0,1,10.19,,,"Canary shows significantly higher memory usage, increased request duration spread, and similar error rates but with more variation."
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;both,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,0,0.0,,ai=summary/Pass;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:summary,ai,summary,deepseek-r1-llm,FAIL,65.0,1,16.41,,,"Two metrics show significant degradation: process memory usage increased by ~2.6% with higher variance, and server errors rose slightly with worse tail performance."
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,1,13.13,,,"The process resident memory shows significantly higher values with outliers, indicating potential instability or resource issues."
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;both,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,0,0.0,,ai=summary/Marginal;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:plot,ai,plot,moondream-vlm,FAIL,0.0,1,10.68,,,"AI judge error (plot/moondream-vlm): Error code: 500 - {'error': {'message': 'litellm.APIConnectionError: OllamaException - {""error"":""{\\""error\\"":{\\""code\\"":400,\\""message\\"":\\""request (2140 tokens"
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.0,1,0.0,,ai=plot/Fail;ai,
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,0,0.0,,ai=plot/Fail;statistical,
cross_metric_marginal_015,cross_metric_marginal,FAIL,ai:plot,ai,plot,granite-vision-vlm,FAIL,54.0,1,13.01,,,"The canary shows a marginal improvement over the control in terms of error rates, but it has a higher spread and variance in memory usage. The median is similar to the control, indicating no significa"
cross_metric_marginal_015,cross_metric_marginal,FAIL,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,0,0.0,,ai=plot/Marginal;statistical,
